"table","variable","code","label","note","type"
"vehicle","vehicle_type","11","Bus or coach (17 or more pass seats)",,"character"
"vehicle","vehicle_type","16","Ridden horse","category introduced in 1999 specification","character"
"vehicle","vehicle_type","17","Agricultural vehicle","category introduced in 1999 specification","character"
"vehicle","vehicle_type","18","Tram","category introduced in 1999 specification","character"
"vehicle","vehicle_type","19","Van / Goods 3.5 tonnes mgw or under",,"character"
"vehicle","vehicle_type","20","Goods over 3.5t. and under 7.5t","category introduced in 1999 specification","character"
"vehicle","vehicle_type","21","Goods 7.5 tonnes mgw and over","category introduced in 1999 specification","character"
"vehicle","vehicle_type","22","Mobility scooter","cateogry introduced in 2011 specification","character"
"vehicle","vehicle_type","23","Electric motorcycle","cateogry introduced in 2011 specification","character"
"vehicle","vehicle_type","90","Other vehicle","cateogry introduced in 2011 specification","character"
"vehicle","vehicle_type","97","Motorcycle - unknown cc","cateogry introduced in 2011 specification","character"
"vehicle","vehicle_type","98","Goods vehicle - unknown weight","cateogry introduced in 2011 specification","character"
"vehicle","vehicle_type","99","Unknown vehicle type (self rep only)","cateogry introduced in 2011 specification","character"
"vehicle","vehicle_type","103","Motorcycle - Scooter (1979-1998)","cateogory discontinued in 1999 specification","character"
"vehicle","vehicle_type","104","Motorcycle (1979-1998)","cateogory discontinued in 1999 specification","character"
"vehicle","vehicle_type","105","Motorcycle - Combination (1979-1998)","cateogory discontinued in 1999 specification","character"
"vehicle","vehicle_type","106","Motorcycle over 125cc (1999-2004)","cateogory discontinued in 2005 specification","character"
"vehicle","vehicle_type","108","Taxi (excluding private hire cars) (1979-2004)","cateogory discontinued in 2005 specification","character"
"vehicle","vehicle_type","109","Car (including private hire cars) (1979-2004)","cateogory discontinued in 2005 specification","character"
"vehicle","vehicle_type","110","Minibus/Motor caravan (1979-1998)","cateogory discontinued in 1999 specification","character"
"vehicle","vehicle_type","113","Goods over 3.5 tonnes (1979-1998)","cateogory discontinued in 1999 specification","character"
"vehicle","vehicle_type","-1","Data missing or out of range",,"character"
"vehicle","towing_and_articulation","0","No tow/articulation",,"character"
"vehicle","towing_and_articulation","1","Articulated vehicle",,"character"
"vehicle","towing_and_articulation","2","Double or multiple trailer",,"character"
"vehicle","towing_and_articulation","3","Caravan",,"character"
"vehicle","towing_and_articulation","4","Single trailer",,"character"
"vehicle","towing_and_articulation","5","Other tow",,"character"
"vehicle","towing_and_articulation","9","unknown (self reported)",,"character"
"vehicle","towing_and_articulation","-1","Data missing or out of range",,"character"
"vehicle","vehicle_manoeuvre_historic","1","Reversing","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","2","Parked","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","3","Waiting to go - held up","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","4","Slowing or stopping","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","5","Moving off","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","6","U-turn","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","7","Turning left","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","8","Waiting to turn left","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","9","Turning right","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","10","Waiting to turn right","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","11","Changing lane to left","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","12","Changing lane to right","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","13","Overtaking moving vehicle - offside","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","14","Overtaking static vehicle - offside","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","15","Overtaking - nearside","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","16","Going ahead left-hand bend","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","17","Going ahead right-hand bend","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","18","Going ahead other","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","99","unknown (self reported)","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre_historic","-1","Data missing or out of range","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_manoeuvre","1","Reversing","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","2","Parked","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","3","Waiting to go ahead","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","4","Slowing or stopping","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","5","Moving off","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","6","U-turn","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","7","Turning left","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","8","Waiting to turn left","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","9","Turning right","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","10","Waiting to turn right","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","11","Changing lane to left","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","12","Changing lane to right","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","13","Over taking moving vehicle on its offside","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","14","Overtaking stationary vehicle on its offside","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","15","Overtaking on nearside (passengers side nearest kerb)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","19","Going ahead","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","20","Parking","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","99","unknown (self reported)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_manoeuvre","-1","Data missing or out of range","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_direction_from","0","Parked","both vehicle_direction_from and vehicle_direction_to should be 0","character"
"vehicle","vehicle_direction_from","1","North",,"character"
"vehicle","vehicle_direction_from","2","North East",,"character"
"vehicle","vehicle_direction_from","3","East",,"character"
"vehicle","vehicle_direction_from","4","South East",,"character"
"vehicle","vehicle_direction_from","5","South",,"character"
"vehicle","vehicle_direction_from","6","South West",,"character"
"vehicle","vehicle_direction_from","7","West",,"character"
"vehicle","vehicle_direction_from","8","North West",,"character"
"vehicle","vehicle_direction_from","9","unknown (self reported)","both vehicle_direction_from and vehicle_direction_to should be 9","character"
"vehicle","vehicle_direction_from","-1","Data missing or out of range",,"character"
"vehicle","vehicle_direction_to","0","Parked","both vehicle_direction_from and vehicle_direction_to should be 0","character"
"vehicle","vehicle_direction_to","1","North",,"character"
"vehicle","vehicle_direction_to","2","North East",,"character"
"vehicle","vehicle_direction_to","3","East",,"character"
"vehicle","vehicle_direction_to","4","South East",,"character"
"vehicle","vehicle_direction_to","5","South",,"character"
"vehicle","vehicle_direction_to","6","South West",,"character"
"vehicle","vehicle_direction_to","7","West",,"character"
"vehicle","vehicle_direction_to","8","North West",,"character"
"vehicle","vehicle_direction_to","9","unknown (self reported)","both vehicle_direction_from and vehicle_direction_to should be 9","character"
"vehicle","vehicle_direction_to","-1","Data missing or out of range",,"character"
"vehicle","vehicle_location_restricted_lane_historic","0","On main c'way - not in restricted lane","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","1","Tram/Light rail track","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","2","Bus lane","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","3","Busway (including guided busway)","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","4","Cycle lane (on main carriageway)","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","5","Cycleway or shared use footway (not part of  main carriageway)","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","6","On lay-by or hard shoulder","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","7","Entering lay-by or hard shoulder","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","8","Leaving lay-by or hard shoulder","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","9","Footway (pavement)","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","10","Not on carriageway","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","99","unknown (self reported)","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane_historic","-1","Data missing or out of range","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","vehicle_location_restricted_lane","0","On main carriageway (not in restricted lane)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_location_restricted_lane","1","Tram or Light rail track","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_location_restricted_lane","2","Bus lane or Busway","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_location_restricted_lane","4","Cycle lane (on main carriageway)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_location_restricted_lane","5","Cycleway or shared use footway (not part of main carriageway)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_location_restricted_lane","6","Lay-by or hard shoulder","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_location_restricted_lane","9","Footway (pavement)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_location_restricted_lane","99","unknown (self reported)","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","vehicle_location_restricted_lane","-1","Data missing or out of range","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","junction_location","0","Not at or within 20 metres of junction",,"character"
"vehicle","junction_location","1","Approaching junction or waiting/parked at junction approach",,"character"
"vehicle","junction_location","2","Cleared junction or waiting/parked at junction exit",,"character"
"vehicle","junction_location","3","Leaving roundabout",,"character"
"vehicle","junction_location","4","Entering roundabout",,"character"
"vehicle","junction_location","5","Leaving main road",,"character"
"vehicle","junction_location","6","Entering main road",,"character"
"vehicle","junction_location","7","Entering from slip road",,"character"
"vehicle","junction_location","8","Mid Junction - on roundabout or on main road",,"character"
"vehicle","junction_location","9","unknown (self reported)",,"character"
"vehicle","junction_location","-1","Data missing or out of range",,"character"
"vehicle","skidding_and_overturning","0","None",,"character"
"vehicle","skidding_and_overturning","1","Skidded",,"character"
"vehicle","skidding_and_overturning","2","Skidded and overturned",,"character"
"vehicle","skidding_and_overturning","3","Jackknifed",,"character"
"vehicle","skidding_and_overturning","4","Jackknifed and overturned",,"character"
"vehicle","skidding_and_overturning","5","Overturned",,"character"
"vehicle","skidding_and_overturning","9","unknown (self reported)",,"character"
"vehicle","skidding_and_overturning","-1","Data missing or out of range",,"character"
"vehicle","hit_object_in_carriageway","0","None",,"character"
"vehicle","hit_object_in_carriageway","1","Previous accident",,"character"
"vehicle","hit_object_in_carriageway","2","Road works",,"character"
"vehicle","hit_object_in_carriageway","4","Parked vehicle",,"character"
"vehicle","hit_object_in_carriageway","5","Bridge (roof)",,"character"
"vehicle","hit_object_in_carriageway","6","Bridge (side)",,"character"
"vehicle","hit_object_in_carriageway","7","Bollard or refuge",,"character"
"vehicle","hit_object_in_carriageway","8","Open door of vehicle",,"character"
"vehicle","hit_object_in_carriageway","9","Central island of roundabout",,"character"
"vehicle","hit_object_in_carriageway","10","Kerb",,"character"
"vehicle","hit_object_in_carriageway","11","Other object",,"character"
"vehicle","hit_object_in_carriageway","12","Any animal (except ridden horse)",,"character"
"vehicle","hit_object_in_carriageway","99","unknown (self reported)",,"character"
"vehicle","hit_object_in_carriageway","-1","Data missing or out of range",,"character"
"vehicle","vehicle_leaving_carriageway","0","Did not leave carriageway",,"character"
"vehicle","vehicle_leaving_carriageway","1","Nearside",,"character"
"vehicle","vehicle_leaving_carriageway","2","Nearside and rebounded",,"character"
"vehicle","vehicle_leaving_carriageway","3","Straight ahead at junction",,"character"
"vehicle","vehicle_leaving_carriageway","4","Offside on to central reservation",,"character"
"vehicle","vehicle_leaving_carriageway","5","Offside on to centrl res + rebounded",,"character"
"vehicle","vehicle_leaving_carriageway","6","Offside - crossed central reservation",,"character"
"vehicle","vehicle_leaving_carriageway","7","Offside",,"character"
"vehicle","vehicle_leaving_carriageway","8","Offside and rebounded",,"character"
"vehicle","vehicle_leaving_carriageway","9","unknown (self reported)",,"character"
"vehicle","vehicle_leaving_carriageway","-1","Data missing or out of range",,"character"
"vehicle","hit_object_off_carriageway","0","None",,"character"
"vehicle","hit_object_off_carriageway","1","Road sign or traffic signal",,"character"
"vehicle","hit_object_off_carriageway","2","Lamp post",,"character"
"vehicle","hit_object_off_carriageway","3","Telegraph or electricity pole",,"character"
"vehicle","hit_object_off_carriageway","4","Tree",,"character"
"vehicle","hit_object_off_carriageway","5","Bus stop or bus shelter",,"character"
"vehicle","hit_object_off_carriageway","6","Central crash barrier",,"character"
"vehicle","hit_object_off_carriageway","7","Near/Offside crash barrier",,"character"
"vehicle","hit_object_off_carriageway","8","Submerged in water",,"character"
"vehicle","hit_object_off_carriageway","9","Entered ditch",,"character"
"vehicle","hit_object_off_carriageway","10","Other permanent object",,"character"
"vehicle","hit_object_off_carriageway","11","Wall or fence",,"character"
"vehicle","hit_object_off_carriageway","99","unknown (self reported)",,"character"
"vehicle","hit_object_off_carriageway","-1","Data missing or out of range",,"character"
"vehicle","first_point_of_impact","0","Did not impact",,"character"
"vehicle","first_point_of_impact","1","Front",,"character"
"vehicle","first_point_of_impact","2","Back",,"character"
"vehicle","first_point_of_impact","3","Offside",,"character"
"vehicle","first_point_of_impact","4","Nearside",,"character"
"vehicle","first_point_of_impact","9","unknown (self reported)",,"character"
"vehicle","first_point_of_impact","-1","Data missing or out of range",,"character"
"vehicle","vehicle_left_hand_drive","1","No",,"character"
"vehicle","vehicle_left_hand_drive","2","Yes",,"character"
"vehicle","vehicle_left_hand_drive","9","Unknown",,"character"
"vehicle","vehicle_left_hand_drive","-1","Data missing or out of range",,"character"
"vehicle","journey_purpose_of_driver_historic","1","Journey as part of work","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","journey_purpose_of_driver_historic","2","Commuting to/from work","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","journey_purpose_of_driver_historic","3","Taking pupil to/from school","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","journey_purpose_of_driver_historic","4","Pupil riding to/from school","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","journey_purpose_of_driver_historic","5","Other","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","journey_purpose_of_driver_historic","6","Not known","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","journey_purpose_of_driver_historic","15","Other/Not known","2005 specification only","character"
"vehicle","journey_purpose_of_driver_historic","-1","Data missing or out of range","data collected in the 2011 STATS19 specification (or earlier)","character"
"vehicle","journey_purpose_of_driver","1","Journey as part of work","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","journey_purpose_of_driver","2","Commuting to or from work","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","journey_purpose_of_driver","6","Not known or not requested","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","journey_purpose_of_driver","7","Education and educational escort","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","journey_purpose_of_driver","8","Emergency vehicle (blue light) on response","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","journey_purpose_of_driver","9","Personal business or leisure","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","journey_purpose_of_driver","-1","Data missing or out of range","New field added with the 2024 data - data collected in or converted to the 2024 STATS19 specification","character"
"vehicle","sex_of_driver","1","Male",,"character"
"vehicle","sex_of_driver","2","Female",,"character"
"vehicle","sex_of_driver","3","Not known",,"character"
"vehicle","sex_of_driver","-1","Data missing or out of range",,"character"
"vehicle","age_of_driver",,,,"numeric"
"vehicle","age_of_driver","-1","Data missing or out of range",,"numeric"
"vehicle","age_band_of_driver","1","0 - 5",,"character"
"vehicle","age_band_of_driver","2","6 - 10",,"character"
"vehicle","age_band_of_driver","3","11 - 15",,"character"
"vehicle","age_band_of_driver","4","16 - 20",,"character"
"vehicle","age_band_of_driver","5","21 - 25",,"character"
"vehicle","age_band_of_driver","6","26 - 35",,"character"
"vehicle","age_band_of_driver","7","36 - 45",,"character"
"vehicle","age_band_of_driver","8","46 - 55",,"character"
"vehicle","age_band_of_driver","9","56 - 65",,"character"
"vehicle","age_band_of_driver","10","66 - 75",,"character"
"vehicle","age_band_of_driver","11","Over 75",,"character"
"vehicle","age_band_of_driver","-1","Data missing or out of range",,"character"
"vehicle","engine_capacity_cc",,,,"numeric"
"vehicle","engine_capacity_cc","-1","Data missing or out of range",,"numeric"
"vehicle","propulsion_code","1","Petrol",,"character"
"vehicle","propulsion_code","2","Heavy oil",,"character"
"vehicle","propulsion_code","3","Electric",,"character"
"vehicle","propulsion_code","4","Steam",,"character"
"vehicle","propulsion_code","5","Gas",,"character"
"vehicle","propulsion_code","6","Petrol/Gas (LPG)",,"character"
"vehicle","propulsion_code","7","Gas/Bi-fuel",,"character"
"vehicle","propulsion_code","8","Hybrid electric",,"character"
"vehicle","propulsion_code","9","Gas Diesel",,"character"
"vehicle","propulsion_code","10","New fuel technology",,"character"
"vehicle","propulsion_code","11","Fuel cells",,"character"
"vehicle","propulsion_code","12","Electric diesel",,"character"
"vehicle","propulsion_code","-1","Undefined",,"character"
"vehicle","age_of_vehicle",,,,"numeric"
"vehicle","generic_make_model",,,"field introduced in 2020","character"
"vehicle","generic_make_model","-1","Data missing or out of range","field introduced in 2020","character"
"vehicle","driver_imd_decile","1","Most deprived 10%","field introduced in 2016","character"
"vehicle","driver_imd_decile","2","More deprived 10-20%","field introduced in 2016","character"
"vehicle","driver_imd_decile","3","More deprived 20-30%","field introduced in 2016","character"
"vehicle","driver_imd_decile","4","More deprived 30-40%","field introduced in 2016","character"
"vehicle","driver_imd_decile","5","More deprived 40-50%","field introduced in 2016","character"
"vehicle","driver_imd_decile","6","Less deprived 40-50%","field introduced in 2016","character"
"vehicle","driver_imd_decile","7","Less deprived 30-40%","field introduced in 2016","character"
"vehicle","driver_imd_decile","8","Less deprived 20-30%","field introduced in 2016","character"
"vehicle","driver_imd_decile","9","Less deprived 10-20%","field introduced in 2016","character"
"vehicle","driver_imd_decile","10","Least deprived 10%","field introduced in 2016","character"
"vehicle","driver_imd_decile","-1","Data missing or out of range","field introduced in 2016","character"
"vehicle","lsoa_of_driver",,,"England and Wales only. See Office for National Statistics (ONS) guidance: https://www.ons.gov.uk/methodology/geography/ukgeographies/censusgeography","character"
"vehicle","escooter_flag","1","Vehicle was an e-scooter","field introduced in 2023","character"
"vehicle","escooter_flag","0","Vehicle was not an e-scooter","field introduced in 2023","character"
"vehicle","driver_distance_banding","1","Collision occurred within 5km of drivers home postcode","field introduced in 2023","character"
"vehicle","driver_distance_banding","2","Collision occurred between 5.001 and 10km of drivers home postcode","field introduced in 2023","character"
"vehicle","driver_distance_banding","3","Collision occurred between 10.001 and 20km of drivers home postcode","field introduced in 2023","character"
"vehicle","driver_distance_banding","4","Collision occurred between 20.001 and 100km of drivers home postcode","field introduced in 2023","character"
"vehicle","driver_distance_banding","5","Collision occurred over 100km of drivers home postcode","field introduced in 2023","character"
"vehicle","driver_distance_banding","-1",,"field introduced in 2023","character"
"casualty","collision_index",,,"unique value for each collision. The collision_index combines the collision_year and collision_ref_no to form a unique ID. It can be used to join to Vehicle and Casualty","character"
"casualty","collision_year",,,,"numeric"
"casualty","collision_ref_no",,,"In year id used by the police to reference a collision. It is not unique outside of the year, use collision_index for linking to other years","character"
"casualty","vehicle_reference",,,"unique value for each vehicle in a singular accident. Can be used to join a Casualty to a vehicle","character"
"casualty","casualty_reference",,,"unique value for each casualty in a singular accident (historical years may be unique to a singular vehicle in a road accident)","character"
"casualty","casualty_class","1","Driver or rider",,"character"
"casualty","casualty_class","2","Passenger",,"character"
"casualty","casualty_class","3","Pedestrian",,"character"
"casualty","sex_of_casualty","1","Male",,"character"
"casualty","sex_of_casualty","2","Female",,"character"
"casualty","sex_of_casualty","9","unknown (self reported)",,"character"
"casualty","sex_of_casualty","-1","Data missing or out of range",,"character"
"casualty","age_of_casualty",,,,"numeric"
"casualty","age_of_casualty","-1","Data missing or out of range",,"numeric"
"casualty","age_band_of_casualty","1","0 - 5",,"character"
"casualty","age_band_of_casualty","2","6 - 10",,"character"
"casualty","age_band_of_casualty","3","11 - 15",,"character"
"casualty","age_band_of_casualty","4","16 - 20",,"character"
"casualty","age_band_of_casualty","5","21 - 25",,"character"
"casualty","age_band_of_casualty","6","26 - 35",,"character"
"casualty","age_band_of_casualty","7","36 - 45",,"character"
"casualty","age_band_of_casualty","8","46 - 55",,"character"
"casualty","age_band_of_casualty","9","56 - 65",,"character"
"casualty","age_band_of_casualty","10","66 - 75",,"character"
"casualty","age_band_of_casualty","11","Over 75",,"character"
"casualty","age_band_of_casualty","-1","Data missing or out of range",,"character"
"casualty","casualty_severity","1","Fatal",,"character"
"casualty","casualty_severity","2","Serious",,"character"
"casualty","casualty_severity","3","Slight",,"character"
"casualty","enhanced_casualty_severity","1","Fatal","category introduced where collected in 2023","character"
"casualty","enhanced_casualty_severity","5","Very Serious","category introduced where collected in 2023","character"
"casualty","enhanced_casualty_severity","6","Moderately Serious","category introduced where collected in 2023","character"
"casualty","enhanced_casualty_severity","7","Less Serious","category introduced where collected in 2023","character"
"casualty","enhanced_casualty_severity","3","Slight","category introduced where collected in 2023","character"
"casualty","enhanced_casualty_severity","-1","Data missing or out of range","category introduced where collected in 2023","character"
"casualty","pedestrian_location","0","Not a Pedestrian",,"character"
"casualty","pedestrian_location","1","Crossing on pedestrian crossing facility",,"character"
"casualty","pedestrian_location","2","Crossing in zig-zag approach lines",,"character"
"casualty","pedestrian_location","3","Crossing in zig-zag exit lines",,"character"
"casualty","pedestrian_location","4","Crossing elsewhere within 50m. of pedestrian crossing",,"character"
"casualty","pedestrian_location","5","In carriageway, crossing elsewhere",,"character"
"casualty","pedestrian_location","6","On footway or verge",,"character"
"casualty","pedestrian_location","7","On refuge, central island or central reservation",,"character"
"casualty","pedestrian_location","8","In centre of carriageway - not on refuge, island or central reservation",,"character"
"casualty","pedestrian_location","9","In carriageway, not crossing",,"character"
"casualty","pedestrian_location","10","Unknown or other",,"character"
"casualty","pedestrian_location","-1","Data missing or out of range",,"character"
"casualty","pedestrian_movement","0","Not a Pedestrian",,"character"
"casualty","pedestrian_movement","1","Crossing from driver's nearside",,"character"
"casualty","pedestrian_movement","2","Crossing from nearside - masked by parked or stationary vehicle",,"character"
"casualty","pedestrian_movement","3","Crossing from driver's offside",,"character"
"casualty","pedestrian_movement","4","Crossing from offside - masked by  parked or stationary vehicle",,"character"
"casualty","pedestrian_movement","5","In carriageway, stationary - not crossing  (standing or playing)",,"character"
"casualty","pedestrian_movement","6","In carriageway, stationary - not crossing  (standing or playing) - masked by parked or stationary vehicle",,"character"
"casualty","pedestrian_movement","7","Walking along in carriageway, facing traffic",,"character"
"casualty","pedestrian_movement","8","Walking along in carriageway, back to traffic",,"character"
"casualty","pedestrian_movement","9","Unknown or other",,"character"
"casualty","pedestrian_movement","-1","Data missing or out of range",,"character"
"casualty","car_passenger","0","Not car passenger",,"character"
"casualty","car_passenger","1","Front seat passenger",,"character"
"casualty","car_passenger","2","Rear seat passenger",,"character"
"casualty","car_passenger","9","unknown (self reported)",,"character"
"casualty","car_passenger","-1","Data missing or out of range",,"character"
"casualty","bus_or_coach_passenger","0","Not a bus or coach passenger",,"character"
"casualty","bus_or_coach_passenger","1","Boarding",,"character"
"casualty","bus_or_coach_passenger","2","Alighting",,"character"
"casualty","bus_or_coach_passenger","3","Standing passenger",,"character"
"casualty","bus_or_coach_passenger","4","Seated passenger",,"character"
"casualty","bus_or_coach_passenger","9","unknown (self reported)",,"character"
"casualty","bus_or_coach_passenger","-1","Data missing or out of range",,"character"
"casualty","pedestrian_road_maintenance_worker","0","No / Not applicable",,"character"
"casualty","pedestrian_road_maintenance_worker","1","Yes",,"character"
"casualty","pedestrian_road_maintenance_worker","2","Not Known",,"character"
"casualty","pedestrian_road_maintenance_worker","3","Probable","2005 specification only","character"
"casualty","pedestrian_road_maintenance_worker","-1","Data missing or out of range",,"character"
"casualty","casualty_type","0","Pedestrian",,"character"
"casualty","casualty_type","1","Cyclist",,"character"
"casualty","casualty_type","2","Motorcycle 50cc and under rider or passenger",,"character"
"casualty","casualty_type","3","Motorcycle 125cc and under rider or passenger","introduced in 1999 specification","character"
"casualty","casualty_type","4","Motorcycle over 125cc and up to 500cc rider or  passenger","introduced in 2005 specification","character"
"casualty","casualty_type","5","Motorcycle over 500cc rider or passenger","introduced in 2005 specification","character"
"casualty","casualty_type","8","Taxi/Private hire car occupant","introduced in 2005 specification","character"
"casualty","casualty_type","9","Car occupant","introduced in 2005 specification","character"
"casualty","casualty_type","10","Minibus (8 - 16 passenger seats) occupant","introduced in 1999 specification","character"
"casualty","casualty_type","11","Bus or coach occupant (17 or more pass seats)",,"character"
"casualty","casualty_type","16","Horse rider","introduced in 1999 specification","character"
"casualty","casualty_type","17","Agricultural vehicle occupant","introduced in 1999 specification","character"
"casualty","casualty_type","18","Tram occupant","introduced in 1999 specification","character"
"casualty","casualty_type","19","Van / Goods vehicle (3.5 tonnes mgw or under) occupant",,"character"
"casualty","casualty_type","20","Goods vehicle (over 3.5t. and under 7.5t.) occupant","introduced in 1999 specification","character"
"casualty","casualty_type","21","Goods vehicle (7.5 tonnes mgw and over) occupant","introduced in 1999 specification","character"
"casualty","casualty_type","22","Mobility scooter rider","introduced in 2011 specification","character"
"casualty","casualty_type","23","Electric motorcycle rider or passenger","introduced in 2011 specification","character"
"casualty","casualty_type","90","Other vehicle occupant","introduced in 2011 specification","character"
